order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2024-03-20,2024,Q1,3,March,Latin America,Mexico,Office Supplies,Binders,Home Office,2,296,592.0,335.35,256.65,0.4335
2023-01-15,2023,Q1,1,January,Asia Pacific,China,Furniture,Desks,Home Office,5,440,2200.0,1309.27,890.73,0.4049
2024-06-26,2024,Q2,6,June,Asia Pacific,Australia,Furniture,Tables,Home Office,5,929,4645.0,2868.2,1776.8,0.3825
2023-10-20,2023,Q4,10,October,Latin America,Mexico,Office Supplies,Pens,Corporate,2,973,1946.0,1158.03,787.97,0.4049
2023-03-26,2023,Q1,3,March,North America,Canada,Clothing,Jackets,Consumer,2,76,152.0,116.32,35.68,0.2347
2023-08-09,2023,Q3,8,August,Latin America,Mexico,Electronics,Phones,Consumer,2,588,1176.0,768.46,407.54,0.3465
2023-04-08,2023,Q2,4,April,North America,USA,Clothing,Shirts,Home Office,1,88,88.0,69.18,18.82,0.2139
2024-09-16,2024,Q3,9,September,North America,USA,Furniture,Desks,Corporate,5,217,1085.0,647.09,437.91,0.4036
2022-05-02,2022,Q2,5,May,Asia Pacific,China,Office Supplies,Paper,Corporate,3,171,513.0,262.23,250.77,0.4888
2022-01-17,2022,Q1,1,January,Europe,Italy,Furniture,Chairs,Corporate,1,739,739.0,400.11,338.89,0.4586
2022-11-23,2022,Q4,11,November,Asia Pacific,Australia,Clothing,Jackets,Home Office,3,207,621.0,350.94,270.06,0.4349
2022-11-14,2022,Q4,11,November,Asia Pacific,Japan,Office Supplies,Pens,Corporate,1,682,682.0,471.94,210.06,0.308
2024-03-19,2024,Q1,3,March,Latin America,Mexico,Office Supplies,Binders,Corporate,1,66,66.0,36.59,29.41,0.4457
2023-05-18,2023,Q2,5,May,Latin America,Brazil,Office Supplies,Pens,Consumer,3,953,2859.0,1756.71,1102.29,0.3856
2022-04-29,2022,Q2,4,April,North America,USA,Electronics,Laptops,Home Office,2,519,1038.0,766.68,271.32,0.2614
2023-12-11,2023,Q4,12,December,Latin America,Brazil,Furniture,Tables,Home Office,3,739,2217.0,1191.48,1025.52,0.4626
2022-02-14,2022,Q1,2,February,North America,Canada,Clothing,Shirts,Home Office,4,262,1048.0,549.3,498.7,0.4759
2022-11-10,2022,Q4,11,November,North America,USA,Electronics,Phones,Corporate,5,199,995.0,658.68,336.32,0.338
2023-02-22,2023,Q1,2,February,Europe,Albania,Clothing,Jackets,Corporate,4,160,640.0,454.03,185.97,0.2906
2023-07-10,2023,Q3,7,July,Europe,Germany,Electronics,Accessories,Consumer,1,518,518.0,400.56,117.44,0.2267
2022-11-22,2022,Q4,11,November,Asia Pacific,China,Office Supplies,Binders,Home Office,3,768,2304.0,1609.56,694.44,0.3014
2023-05-30,2023,Q2,5,May,Europe,France,Electronics,Laptops,Corporate,2,27,54.0,42.33,11.67,0.2161
2022-08-02,2022,Q3,8,August,North America,Canada,Furniture,Chairs,Consumer,2,121,242.0,138.75,103.25,0.4266
2022-03-15,2022,Q1,3,March,Latin America,Mexico,Furniture,Desks,Corporate,4,179,716.0,431.42,284.58,0.3975
2023-05-24,2023,Q2,5,May,Europe,France,Clothing,Jackets,Corporate,4,489,1956.0,1470.51,485.49,0.2482
2022-11-28,2022,Q4,11,November,Europe,Germany,Office Supplies,Pens,Home Office,1,676,676.0,502.48,173.52,0.2567
2023-11-19,2023,Q4,11,November,Europe,Italy,Office Supplies,Pens,Home Office,5,24,120.0,83.94,36.06,0.3005
2023-10-19,2023,Q4,10,October,Europe,Italy,Clothing,Shirts,Corporate,1,859,859.0,559.9,299.1,0.3482
2024-10-24,2024,Q4,10,October,North America,Canada,Furniture,Chairs,Corporate,2,398,796.0,402.23,393.77,0.4947
2023-08-23,2023,Q3,8,August,North America,Canada,Furniture,Tables,Corporate,3,400,1200.0,700.96,499.04,0.4159
2024-12-11,2024,Q4,12,December,Asia Pacific,Australia,Clothing,Shirts,Corporate,4,965,3860.0,2113.35,1746.65,0.4525
2022-11-21,2022,Q4,11,November,Latin America,Mexico,Office Supplies,Binders,Corporate,2,625,1250.0,644.19,605.81,0.4846
2024-09-18,2024,Q3,9,September,Asia Pacific,Japan,Clothing,Shirts,Home Office,1,998,998.0,731.36,266.64,0.2672
2023-12-18,2023,Q4,12,December,Asia Pacific,China,Clothing,Shirts,Home Office,5,927,4635.0,2500.09,2134.91,0.4606
2023-12-24,2023,Q4,12,December,Europe,France,Electronics,Accessories,Corporate,3,748,2244.0,1362.61,881.39,0.3928
2022-10-04,2022,Q4,10,October,Latin America,Mexico,Clothing,Shoes,Corporate,5,703,3515.0,2788.23,726.77,0.2068
2023-06-20,2023,Q2,6,June,Europe,Albania,Furniture,Tables,Home Office,1,992,992.0,617.76,374.24,0.3773
2022-06-01,2022,Q2,6,June,North America,USA,Clothing,Shoes,Corporate,1,855,855.0,463.8,391.2,0.4575
2024-08-12,2024,Q3,8,August,Asia Pacific,Japan,Office Supplies,Paper,Home Office,2,974,1948.0,1377.1,570.9,0.2931
2022-09-16,2022,Q3,9,September,Latin America,Brazil,Office Supplies,Pens,Home Office,3,669,2007.0,1491.17,515.83,0.257
2022-11-20,2022,Q4,11,November,North America,Canada,Furniture,Chairs,Home Office,1,323,323.0,188.55,134.45,0.4163
2024-10-13,2024,Q4,10,October,Asia Pacific,China,Office Supplies,Pens,Home Office,2,175,350.0,259.98,90.02,0.2572
2024-05-18,2024,Q2,5,May,Latin America,Brazil,Clothing,Shirts,Consumer,1,792,792.0,460.51,331.49,0.4185
2023-11-19,2023,Q4,11,November,Asia Pacific,China,Furniture,Tables,Corporate,2,319,638.0,451.66,186.34,0.2921
2022-11-06,2022,Q4,11,November,Latin America,Mexico,Office Supplies,Paper,Corporate,5,690,3450.0,1854.17,1595.83,0.4626
2024-03-13,2024,Q1,3,March,Asia Pacific,Japan,Clothing,Shoes,Corporate,2,291,582.0,365.7,216.3,0.3717
2024-12-15,2024,Q4,12,December,Europe,Italy,Office Supplies,Pens,Home Office,5,142,710.0,465.87,244.13,0.3439
2023-09-12,2023,Q3,9,September,Asia Pacific,Japan,Electronics,Laptops,Home Office,4,530,2120.0,1521.28,598.72,0.2824
2023-04-18,2023,Q2,4,April,Asia Pacific,Australia,Office Supplies,Binders,Home Office,1,298,298.0,207.11,90.89,0.305
2023-04-06,2023,Q2,4,April,Latin America,Brazil,Furniture,Tables,Corporate,4,880,3520.0,2661.13,858.87,0.244
2024-03-24,2024,Q1,3,March,Latin America,Brazil,Clothing,Shoes,Home Office,3,386,1158.0,643.02,514.98,0.4447
2024-04-25,2024,Q2,4,April,Europe,France,Clothing,Jackets,Consumer,4,552,2208.0,1542.01,665.99,0.3016
2023-10-29,2023,Q4,10,October,Latin America,Mexico,Furniture,Chairs,Corporate,2,917,1834.0,987.29,846.71,0.4617
2022-09-19,2022,Q3,9,September,Asia Pacific,China,Electronics,Phones,Consumer,2,810,1620.0,1042.35,577.65,0.3566
2022-12-21,2022,Q4,12,December,Latin America,Mexico,Clothing,Shirts,Consumer,3,739,2217.0,1457.38,759.62,0.3426
2024-02-09,2024,Q1,2,February,Latin America,Mexico,Furniture,Chairs,Corporate,3,926,2778.0,1411.72,1366.28,0.4918
2022-06-29,2022,Q2,6,June,Latin America,Mexico,Office Supplies,Binders,Consumer,1,649,649.0,338.2,310.8,0.4789
2022-03-07,2022,Q1,3,March,Europe,Albania,Electronics,Accessories,Consumer,2,142,284.0,213.51,70.49,0.2482
2024-03-30,2024,Q1,3,March,Europe,France,Furniture,Desks,Home Office,3,732,2196.0,1286.94,909.06,0.414
2022-06-20,2022,Q2,6,June,North America,USA,Office Supplies,Paper,Consumer,4,405,1620.0,978.23,641.77,0.3962
2023-04-19,2023,Q2,4,April,Europe,Italy,Clothing,Shirts,Home Office,2,869,1738.0,1202.91,535.09,0.3079
2023-06-18,2023,Q2,6,June,Europe,Albania,Clothing,Jackets,Consumer,3,416,1248.0,706.64,541.36,0.4338
2023-03-15,2023,Q1,3,March,Europe,France,Electronics,Accessories,Corporate,1,320,320.0,178.51,141.49,0.4421
2024-04-14,2024,Q2,4,April,Asia Pacific,Australia,Office Supplies,Binders,Corporate,5,859,4295.0,2690.66,1604.34,0.3735
2022-08-15,2022,Q3,8,August,North America,USA,Furniture,Desks,Corporate,2,413,826.0,427.62,398.38,0.4823
2023-03-18,2023,Q1,3,March,Asia Pacific,Australia,Clothing,Jackets,Corporate,2,622,1244.0,964.21,279.79,0.2249
2023-01-31,2023,Q1,1,January,Europe,France,Furniture,Tables,Home Office,2,612,1224.0,957.21,266.79,0.218
2023-12-29,2023,Q4,12,December,Europe,Italy,Furniture,Tables,Consumer,2,235,470.0,298.2,171.8,0.3655
2022-03-25,2022,Q1,3,March,North America,USA,Furniture,Tables,Consumer,5,808,4040.0,2273.6,1766.4,0.4372
2024-11-02,2024,Q4,11,November,North America,USA,Electronics,Accessories,Corporate,5,20,100.0,64.12,35.88,0.3588
2023-11-24,2023,Q4,11,November,Latin America,Mexico,Furniture,Desks,Home Office,1,163,163.0,86.39,76.61,0.47
2023-05-08,2023,Q2,5,May,Europe,Germany,Electronics,Accessories,Home Office,2,269,538.0,333.2,204.8,0.3807
2024-08-27,2024,Q3,8,August,Europe,Albania,Electronics,Laptops,Corporate,3,190,570.0,297.6,272.4,0.4779
2022-12-19,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Pens,Consumer,4,153,612.0,435.65,176.35,0.2882
2024-12-16,2024,Q4,12,December,Latin America,Brazil,Clothing,Jackets,Corporate,2,95,190.0,110.72,79.28,0.4173
2022-02-09,2022,Q1,2,February,Europe,Albania,Furniture,Tables,Consumer,5,499,2495.0,1637.21,857.79,0.3438
2023-10-02,2023,Q4,10,October,Asia Pacific,Japan,Office Supplies,Paper,Corporate,1,643,643.0,324.11,318.89,0.4959
2022-06-22,2022,Q2,6,June,North America,USA,Office Supplies,Paper,Consumer,2,781,1562.0,1026.84,535.16,0.3426
2022-09-16,2022,Q3,9,September,Asia Pacific,Japan,Office Supplies,Pens,Home Office,1,286,286.0,143.28,142.72,0.499
2023-06-01,2023,Q2,6,June,Europe,France,Office Supplies,Binders,Corporate,3,485,1455.0,1131.35,323.65,0.2224
2023-12-31,2023,Q4,12,December,Asia Pacific,Japan,Office Supplies,Binders,Consumer,3,469,1407.0,915.04,491.96,0.3497
2023-06-07,2023,Q2,6,June,Asia Pacific,Australia,Furniture,Desks,Consumer,3,115,345.0,182.86,162.14,0.47
2024-04-18,2024,Q2,4,April,Latin America,Brazil,Office Supplies,Pens,Consumer,3,964,2892.0,1741.9,1150.1,0.3977
2022-04-27,2022,Q2,4,April,Latin America,Brazil,Clothing,Shirts,Consumer,4,772,3088.0,1586.68,1501.32,0.4862
2022-07-03,2022,Q3,7,July,North America,USA,Electronics,Laptops,Home Office,1,295,295.0,194.48,100.52,0.3407
2022-06-11,2022,Q2,6,June,Latin America,Brazil,Electronics,Accessories,Consumer,2,808,1616.0,867.31,748.69,0.4633
2023-06-27,2023,Q2,6,June,Asia Pacific,Australia,Clothing,Shoes,Home Office,4,823,3292.0,2113.24,1178.76,0.3581
2024-04-18,2024,Q2,4,April,Latin America,Brazil,Furniture,Desks,Consumer,2,569,1138.0,673.3,464.7,0.4083
2024-12-25,2024,Q4,12,December,Europe,Germany,Electronics,Phones,Home Office,5,331,1655.0,1205.63,449.37,0.2715
2024-12-29,2024,Q4,12,December,Asia Pacific,Japan,Clothing,Jackets,Home Office,4,366,1464.0,943.81,520.19,0.3553
2023-03-23,2023,Q1,3,March,Asia Pacific,China,Clothing,Shirts,Consumer,4,286,1144.0,863.1,280.9,0.2455
2023-02-20,2023,Q1,2,February,Asia Pacific,Australia,Office Supplies,Paper,Home Office,5,293,1465.0,1146.22,318.78,0.2176
2023-06-16,2023,Q2,6,June,Europe,Albania,Electronics,Accessories,Corporate,4,612,2448.0,1936.02,511.98,0.2091
2023-03-17,2023,Q1,3,March,Asia Pacific,Japan,Office Supplies,Pens,Consumer,1,117,117.0,67.63,49.37,0.4219
2024-01-08,2024,Q1,1,January,Latin America,Mexico,Furniture,Chairs,Corporate,3,576,1728.0,1261.91,466.09,0.2697
2023-04-09,2023,Q2,4,April,Europe,France,Electronics,Laptops,Home Office,2,685,1370.0,865.06,504.94,0.3686
2023-01-31,2023,Q1,1,January,Asia Pacific,Japan,Electronics,Laptops,Home Office,5,913,4565.0,2866.14,1698.86,0.3721
2023-12-12,2023,Q4,12,December,Latin America,Brazil,Clothing,Shirts,Corporate,3,334,1002.0,761.99,240.01,0.2395
2023-01-30,2023,Q1,1,January,Latin America,Brazil,Electronics,Phones,Consumer,4,153,612.0,332.74,279.26,0.4563
2022-11-22,2022,Q4,11,November,North America,USA,Furniture,Desks,Corporate,1,574,574.0,369.28,204.72,0.3567
2024-01-20,2024,Q1,1,January,Latin America,Brazil,Furniture,Desks,Home Office,4,113,452.0,306.39,145.61,0.3221
2024-12-29,2024,Q4,12,December,Latin America,Brazil,Electronics,Phones,Consumer,5,199,995.0,517.24,477.76,0.4802
2023-10-04,2023,Q4,10,October,North America,USA,Clothing,Shirts,Corporate,4,890,3560.0,2703.3,856.7,0.2406
2022-08-02,2022,Q3,8,August,North America,USA,Furniture,Tables,Corporate,1,275,275.0,163.43,111.57,0.4057
2023-01-04,2023,Q1,1,January,Europe,Italy,Office Supplies,Binders,Consumer,4,977,3908.0,2724.06,1183.94,0.303
2022-02-18,2022,Q1,2,February,Latin America,Mexico,Furniture,Tables,Corporate,4,773,3092.0,2406.89,685.11,0.2216
2024-12-11,2024,Q4,12,December,Europe,France,Electronics,Phones,Consumer,4,755,3020.0,2162.1,857.9,0.2841
2022-05-13,2022,Q2,5,May,Europe,Italy,Office Supplies,Paper,Consumer,4,36,144.0,110.28,33.72,0.2342
2024-09-25,2024,Q3,9,September,Asia Pacific,China,Electronics,Laptops,Corporate,1,864,864.0,450.03,413.97,0.4791
2024-02-25,2024,Q1,2,February,Europe,France,Electronics,Laptops,Consumer,2,648,1296.0,839.58,456.42,0.3522
2023-01-08,2023,Q1,1,January,Europe,Italy,Electronics,Accessories,Consumer,3,577,1731.0,1158.82,572.18,0.3306
2023-04-24,2023,Q2,4,April,Europe,Germany,Clothing,Jackets,Home Office,5,700,3500.0,2473.49,1026.51,0.2933
2024-04-11,2024,Q2,4,April,Europe,France,Clothing,Shirts,Home Office,2,160,320.0,171.22,148.78,0.4649
2023-10-12,2023,Q4,10,October,North America,USA,Furniture,Desks,Home Office,1,409,409.0,285.09,123.91,0.303
2023-11-13,2023,Q4,11,November,Latin America,Mexico,Electronics,Phones,Corporate,5,745,3725.0,2025.65,1699.35,0.4562
2023-11-19,2023,Q4,11,November,Asia Pacific,Australia,Office Supplies,Paper,Corporate,5,756,3780.0,1966.67,1813.33,0.4797
2022-03-23,2022,Q1,3,March,North America,Canada,Office Supplies,Paper,Corporate,4,948,3792.0,2429.9,1362.1,0.3592
2022-03-28,2022,Q1,3,March,Asia Pacific,Japan,Office Supplies,Binders,Corporate,3,919,2757.0,1875.07,881.93,0.3199
2022-08-13,2022,Q3,8,August,Asia Pacific,China,Clothing,Jackets,Consumer,3,993,2979.0,2345.77,633.23,0.2126
2022-01-16,2022,Q1,1,January,North America,Canada,Clothing,Jackets,Consumer,1,709,709.0,503.1,205.9,0.2904
2024-04-01,2024,Q2,4,April,Europe,Albania,Electronics,Accessories,Home Office,2,67,134.0,90.77,43.23,0.3226
2022-06-12,2022,Q2,6,June,North America,Canada,Office Supplies,Pens,Consumer,4,630,2520.0,1422.21,1097.79,0.4356
2023-05-29,2023,Q2,5,May,Asia Pacific,Australia,Office Supplies,Binders,Corporate,3,814,2442.0,1332.39,1109.61,0.4544
2022-12-16,2022,Q4,12,December,Asia Pacific,Japan,Clothing,Jackets,Consumer,4,281,1124.0,766.77,357.23,0.3178
2023-11-12,2023,Q4,11,November,Europe,Albania,Clothing,Jackets,Home Office,2,589,1178.0,667.79,510.21,0.4331
2022-06-30,2022,Q2,6,June,North America,USA,Office Supplies,Binders,Corporate,5,272,1360.0,968.29,391.71,0.288
2024-01-13,2024,Q1,1,January,Latin America,Mexico,Office Supplies,Pens,Consumer,2,722,1444.0,771.59,672.41,0.4657
2023-10-22,2023,Q4,10,October,Asia Pacific,Japan,Furniture,Desks,Home Office,5,532,2660.0,1601.03,1058.97,0.3981
2023-05-08,2023,Q2,5,May,North America,Canada,Clothing,Shoes,Consumer,2,766,1532.0,1121.31,410.69,0.2681
2024-07-11,2024,Q3,7,July,Europe,Albania,Electronics,Laptops,Home Office,4,815,3260.0,2442.75,817.25,0.2507
2022-05-08,2022,Q2,5,May,Europe,Italy,Electronics,Laptops,Home Office,2,816,1632.0,985.03,646.97,0.3964
2023-07-19,2023,Q3,7,July,Latin America,Mexico,Office Supplies,Binders,Home Office,3,883,2649.0,1488.78,1160.22,0.438
2023-07-04,2023,Q3,7,July,Asia Pacific,Australia,Clothing,Shirts,Corporate,3,175,525.0,413.42,111.58,0.2125
2023-03-29,2023,Q1,3,March,Latin America,Mexico,Electronics,Laptops,Consumer,1,622,622.0,453.02,168.98,0.2717
2023-04-16,2023,Q2,4,April,Latin America,Brazil,Clothing,Jackets,Consumer,3,989,2967.0,2201.86,765.14,0.2579
2024-09-14,2024,Q3,9,September,Latin America,Brazil,Office Supplies,Pens,Corporate,3,229,687.0,389.41,297.59,0.4332
2024-01-08,2024,Q1,1,January,Latin America,Brazil,Office Supplies,Pens,Corporate,5,343,1715.0,1075.87,639.13,0.3727
2022-08-12,2022,Q3,8,August,Europe,Germany,Office Supplies,Pens,Consumer,4,761,3044.0,1584.29,1459.71,0.4795
2022-06-03,2022,Q2,6,June,Asia Pacific,China,Clothing,Shirts,Corporate,4,784,3136.0,1670.92,1465.08,0.4672
2023-07-14,2023,Q3,7,July,Latin America,Mexico,Electronics,Phones,Corporate,5,774,3870.0,2191.53,1678.47,0.4337
2022-12-17,2022,Q4,12,December,Asia Pacific,Australia,Furniture,Chairs,Consumer,3,60,180.0,106.37,73.63,0.409
2022-12-15,2022,Q4,12,December,Europe,Albania,Electronics,Accessories,Home Office,2,381,762.0,608.96,153.04,0.2008
2022-07-01,2022,Q3,7,July,Europe,Albania,Clothing,Jackets,Corporate,5,391,1955.0,1225.05,729.95,0.3734
2023-09-29,2023,Q3,9,September,North America,USA,Electronics,Laptops,Consumer,4,970,3880.0,2752.33,1127.67,0.2906
2024-10-14,2024,Q4,10,October,North America,USA,Furniture,Tables,Consumer,1,435,435.0,335.53,99.47,0.2287
2022-06-28,2022,Q2,6,June,Asia Pacific,Japan,Electronics,Accessories,Consumer,4,654,2616.0,1501.11,1114.89,0.4262
2024-11-28,2024,Q4,11,November,North America,Canada,Furniture,Tables,Corporate,2,728,1456.0,791.21,664.79,0.4566
2024-02-11,2024,Q1,2,February,Latin America,Brazil,Clothing,Shoes,Home Office,4,681,2724.0,1560.79,1163.21,0.427
2024-06-12,2024,Q2,6,June,Asia Pacific,Australia,Office Supplies,Pens,Home Office,5,396,1980.0,1514.16,465.84,0.2353
2024-10-23,2024,Q4,10,October,Europe,France,Furniture,Chairs,Consumer,1,771,771.0,539.47,231.53,0.3003
2024-10-12,2024,Q4,10,October,Europe,Albania,Clothing,Jackets,Corporate,4,332,1328.0,843.81,484.19,0.3646
2022-03-05,2022,Q1,3,March,Latin America,Mexico,Office Supplies,Pens,Corporate,5,297,1485.0,1107.94,377.06,0.2539
2022-01-29,2022,Q1,1,January,North America,Canada,Furniture,Tables,Home Office,5,341,1705.0,973.59,731.41,0.429
2023-01-07,2023,Q1,1,January,Asia Pacific,China,Office Supplies,Binders,Home Office,5,956,4780.0,2732.98,2047.02,0.4282
2022-04-07,2022,Q2,4,April,Asia Pacific,China,Electronics,Accessories,Corporate,1,574,574.0,384.68,189.32,0.3298
2024-09-19,2024,Q3,9,September,Latin America,Mexico,Clothing,Shirts,Home Office,5,53,265.0,195.31,69.69,0.263
2022-01-21,2022,Q1,1,January,North America,Canada,Clothing,Jackets,Consumer,1,133,133.0,76.86,56.14,0.4221
2024-01-05,2024,Q1,1,January,Asia Pacific,Japan,Clothing,Shirts,Home Office,2,21,42.0,23.65,18.35,0.437
2024-12-05,2024,Q4,12,December,Latin America,Mexico,Clothing,Shirts,Corporate,2,769,1538.0,987.69,550.31,0.3578
2022-03-07,2022,Q1,3,March,Asia Pacific,Australia,Furniture,Desks,Consumer,2,778,1556.0,840.65,715.35,0.4597
2023-08-26,2023,Q3,8,August,Europe,Albania,Electronics,Accessories,Corporate,5,590,2950.0,2136.81,813.19,0.2757
2022-12-04,2022,Q4,12,December,Asia Pacific,China,Office Supplies,Pens,Home Office,1,55,55.0,37.03,17.97,0.3268
2022-05-03,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Shirts,Home Office,2,763,1526.0,997.64,528.36,0.3462
2023-03-23,2023,Q1,3,March,Asia Pacific,China,Clothing,Shoes,Consumer,3,27,81.0,61.7,19.3,0.2383
2023-09-03,2023,Q3,9,September,North America,USA,Furniture,Chairs,Consumer,2,180,360.0,259.12,100.88,0.2802
2023-11-02,2023,Q4,11,November,North America,Canada,Furniture,Chairs,Consumer,5,820,4100.0,2233.6,1866.4,0.4552
2023-09-07,2023,Q3,9,September,Latin America,Brazil,Furniture,Chairs,Consumer,3,471,1413.0,884.72,528.28,0.3739
2024-06-15,2024,Q2,6,June,North America,USA,Electronics,Laptops,Home Office,4,549,2196.0,1309.65,886.35,0.4036
2022-10-08,2022,Q4,10,October,Asia Pacific,China,Office Supplies,Paper,Corporate,3,595,1785.0,1322.01,462.99,0.2594
2024-12-02,2024,Q4,12,December,Asia Pacific,Japan,Electronics,Phones,Home Office,4,592,2368.0,1694.8,673.2,0.2843
2023-08-19,2023,Q3,8,August,North America,USA,Clothing,Shirts,Home Office,3,102,306.0,196.33,109.67,0.3584
2023-12-04,2023,Q4,12,December,North America,Canada,Furniture,Tables,Consumer,1,29,29.0,21.67,7.33,0.2529
2024-12-10,2024,Q4,12,December,Asia Pacific,Australia,Clothing,Shirts,Consumer,3,453,1359.0,846.68,512.32,0.377
2022-07-29,2022,Q3,7,July,Asia Pacific,Australia,Office Supplies,Binders,Corporate,2,637,1274.0,944.12,329.88,0.2589
2022-05-06,2022,Q2,5,May,Europe,Italy,Office Supplies,Binders,Corporate,4,252,1008.0,513.7,494.3,0.4904
2023-05-07,2023,Q2,5,May,Latin America,Brazil,Electronics,Accessories,Home Office,4,241,964.0,520.93,443.07,0.4596
2024-08-17,2024,Q3,8,August,North America,Canada,Electronics,Accessories,Corporate,2,809,1618.0,1175.95,442.05,0.2732
2024-08-27,2024,Q3,8,August,Latin America,Mexico,Furniture,Desks,Consumer,1,570,570.0,304.56,265.44,0.4657
2023-08-04,2023,Q3,8,August,Asia Pacific,Japan,Furniture,Tables,Consumer,3,889,2667.0,1880.58,786.42,0.2949
2024-02-16,2024,Q1,2,February,Latin America,Brazil,Clothing,Jackets,Consumer,1,340,340.0,243.8,96.2,0.2829
2022-09-15,2022,Q3,9,September,North America,USA,Furniture,Desks,Home Office,2,817,1634.0,1141.61,492.39,0.3013
2022-08-18,2022,Q3,8,August,North America,Canada,Furniture,Desks,Corporate,3,664,1992.0,1484.98,507.02,0.2545
2022-07-08,2022,Q3,7,July,Latin America,Brazil,Clothing,Shoes,Consumer,2,774,1548.0,1011.59,536.41,0.3465
2022-01-10,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Home Office,4,898,3592.0,2762.65,829.35,0.2309
2023-11-07,2023,Q4,11,November,Europe,Germany,Furniture,Desks,Home Office,4,301,1204.0,807.7,396.3,0.3292
2023-05-17,2023,Q2,5,May,Asia Pacific,Japan,Furniture,Desks,Home Office,4,139,556.0,362.71,193.29,0.3476
2022-03-26,2022,Q1,3,March,Asia Pacific,Australia,Clothing,Jackets,Corporate,5,82,410.0,267.65,142.35,0.3472
2022-02-18,2022,Q1,2,February,North America,USA,Clothing,Jackets,Corporate,5,705,3525.0,2727.03,797.97,0.2264
2024-04-17,2024,Q2,4,April,Asia Pacific,China,Clothing,Shoes,Corporate,4,562,2248.0,1288.35,959.65,0.4269
2024-10-04,2024,Q4,10,October,Europe,Albania,Clothing,Shirts,Home Office,5,762,3810.0,2699.43,1110.57,0.2915
2023-11-20,2023,Q4,11,November,North America,Canada,Clothing,Shirts,Home Office,5,188,940.0,538.42,401.58,0.4272
2023-01-22,2023,Q1,1,January,Europe,Germany,Furniture,Desks,Corporate,2,671,1342.0,708.11,633.89,0.4723
2024-08-27,2024,Q3,8,August,Europe,France,Electronics,Phones,Consumer,3,292,876.0,688.64,187.36,0.2139
2024-10-02,2024,Q4,10,October,Asia Pacific,China,Electronics,Accessories,Corporate,4,677,2708.0,1459.39,1248.61,0.4611
2022-08-06,2022,Q3,8,August,Asia Pacific,China,Electronics,Accessories,Home Office,5,725,3625.0,2558.74,1066.26,0.2941
2024-10-01,2024,Q4,10,October,Latin America,Brazil,Furniture,Chairs,Home Office,2,388,776.0,486.84,289.16,0.3726
2022-09-12,2022,Q3,9,September,Europe,Italy,Office Supplies,Paper,Home Office,2,491,982.0,737.61,244.39,0.2489
2022-08-24,2022,Q3,8,August,Asia Pacific,Japan,Furniture,Tables,Home Office,3,879,2637.0,1930.18,706.82,0.268
2024-11-15,2024,Q4,11,November,Europe,Albania,Electronics,Accessories,Home Office,2,775,1550.0,841.85,708.15,0.4569
2022-09-28,2022,Q3,9,September,Latin America,Brazil,Electronics,Phones,Home Office,1,314,314.0,201.07,112.93,0.3597
2022-05-03,2022,Q2,5,May,Europe,Germany,Clothing,Shoes,Corporate,1,93,93.0,47.27,45.73,0.4917
2023-10-18,2023,Q4,10,October,North America,Canada,Clothing,Shirts,Home Office,4,898,3592.0,2258.85,1333.15,0.3711
2022-09-16,2022,Q3,9,September,Latin America,Mexico,Clothing,Shirts,Home Office,3,948,2844.0,2019.42,824.58,0.2899
2024-08-05,2024,Q3,8,August,Latin America,Mexico,Furniture,Desks,Home Office,1,478,478.0,272.29,205.71,0.4304
2022-02-16,2022,Q1,2,February,Europe,Germany,Office Supplies,Binders,Home Office,3,667,2001.0,1486.76,514.24,0.257
2024-05-12,2024,Q2,5,May,Europe,Albania,Office Supplies,Pens,Home Office,4,622,2488.0,1283.68,1204.32,0.4841
2023-06-09,2023,Q2,6,June,Asia Pacific,Japan,Clothing,Shirts,Consumer,2,557,1114.0,568.55,545.45,0.4896
2024-06-06,2024,Q2,6,June,North America,USA,Office Supplies,Binders,Corporate,2,607,1214.0,617.0,597.0,0.4918
2022-07-27,2022,Q3,7,July,Latin America,Brazil,Electronics,Accessories,Corporate,2,566,1132.0,661.1,470.9,0.416
2024-01-17,2024,Q1,1,January,Latin America,Brazil,Electronics,Laptops,Consumer,1,844,844.0,540.27,303.73,0.3599
2022-05-29,2022,Q2,5,May,Latin America,Brazil,Clothing,Shirts,Consumer,3,226,678.0,360.85,317.15,0.4678
2023-03-14,2023,Q1,3,March,Asia Pacific,Australia,Clothing,Shoes,Home Office,1,808,808.0,645.61,162.39,0.201
2022-06-04,2022,Q2,6,June,North America,USA,Clothing,Shirts,Corporate,5,184,920.0,735.88,184.12,0.2001
2022-12-24,2022,Q4,12,December,Latin America,Brazil,Office Supplies,Pens,Corporate,3,143,429.0,281.4,147.6,0.3441
2023-04-01,2023,Q2,4,April,Latin America,Brazil,Furniture,Chairs,Consumer,4,753,3012.0,2019.25,992.75,0.3296
2024-02-15,2024,Q1,2,February,Asia Pacific,Japan,Clothing,Shirts,Corporate,1,920,920.0,715.8,204.2,0.222
2023-09-21,2023,Q3,9,September,Europe,Albania,Office Supplies,Binders,Corporate,2,292,584.0,426.87,157.13,0.2691
